year,name,english_name,length,genres,release_date,location,nation,director,company,link,awards,nominations,mid,rating,total_box_office,main_actors
2011,委托人,The Client,123分钟,犯罪 悬疑 惊悚,2011年9月29日,韩国上映,韩国,孙英成,Showbox,http://movie.mtime.com/134924/,0,0,134924,7.4,-,河正宇 ; Jung-woo Ha ; 张赫 ; Hyuk Jang ; 朴熙顺 ; Hee-soon Park ; 崔熙真 ; Hee-jin Choi
2011,云下的日子,Sweet Journey,,剧情 喜剧,2011年3月8日,中国上映 - 2D,中国,闫然,北京博纳文化交流有限公司,http://movie.mtime.com/108753/,0,0,108753,6.5,80.0万,张涵予 ; Hanyu Zhang ; 于娜 ; Na Yu ; 肖剑 ; Jian Xiao ; 阿幼朵 ; Youduo A
2011,海豚的故事,Dolphin Tale,,家庭 剧情,2011年9月23日,美国上映,美国,查尔斯·马丁·史密斯,华纳兄弟影片公司,http://movie.mtime.com/140023/,0,0,140023,7.7,-,小哈里·康尼克 ; Harry Connic.. ; 艾什莉·贾德 ; Ashley Judd ; 内森·甘宝 ; Nathan Gamble ; 克里斯·克里斯托佛森
2011,黑暗弥漫,In Darkness,,剧情 战争,2011年11月11日,阿根廷上映,波兰,阿格涅丝卡·霍兰,索尼经典,http://movie.mtime.com/121320/,0,0,121320,7.7,-,罗伯特·维凯威兹 ; Robert Wieck.. ; 本诺·福尔曼 ; Benno  Fuehr.. ; 阿格涅兹卡·格罗乔斯卡 ; 玛丽亚·丝奇拉德 ; Maria Schrader
2011,不怕贼惦记,"No Liar, No Cry",,剧情 喜剧 悬疑,2011年12月9日,中国上映 - 2D,中国,许传海,北京紫禁城三联影视发行有限公司,http://movie.mtime.com/154835/,0,0,154835,4.9,400.0万,吴刚 ; Gang Wu ; 张馨予 ; Viann ; 应采儿 ; Cherrie Ying ; 张会中 ; Huizhong Zhang
2011,铁拳：血之复仇,TEKKEN：Blood Vengeance,,动画 动作,2011年9月1日,日本上映,日本,毛利阳一,Asmik Ace Entertainment,http://movie.mtime.com/151905/,0,0,151905,7,-,坂本真绫 ; Maaya Sakamoto ; 松冈由贵 ; Yuki Matsuoka ; 筱原正典 ; 宫野真守 ; Mamoru Miyano
2011,吾等何处去,Where Do We Go Now?,,剧情 喜剧,2011年9月22日,黎巴嫩上映,黎巴嫩,纳迪·拉巴基,百代电影公司,http://movie.mtime.com/147663/,0,0,147663,7.6,-,克劳德·巴兹·莫萨巴 ; 纳迪·拉巴基 ; Nadine Labaki ; 凯文·阿波德 ; Kevin Abboud ; Leyla Hakim
2011,无底洞,One Wrong Step,,剧情 悬疑 喜剧,2011年9月15日,中国上映 - 2D,中国,江涛,中国电影股份有限公司北京电影发行分公司,http://movie.mtime.com/147798/,0,0,147798,7.2,222.0万,沙溢 ; Yi Sha ; 叶青 ; Qing Ye ; 吴卫东 ; Weidong Wu ; 王伟男 ; Weini Wang
2011,日落号列车,The Sunset Limited,91分钟,剧情,2011年2月12日,美国上映,美国,汤米·李·琼斯,Professor Productions,http://movie.mtime.com/116276/,0,0,116276,7.2,-,汤米·李·琼斯 ; Tommy Lee Jo.. ; 塞缪尔·杰克逊 ; Samuel L. Ja..
2011,光棍终结者,Single Terminator,100分钟,爱情 喜剧,2011年11月11日,中国上映 - 2D,中国,赵非,万达影视传媒有限公司,http://movie.mtime.com/153131/,0,0,153131,5.1,120.0万,李艾 ; Ai Li ; 周韦彤 ; Weitong Zhou ; 周晓鸥 ; Xiaoou Zhou ; 段钧豪 ; Chun-hao Tuan
2011,皮娜,Pina,103分钟,纪录片,2011年2月24日,德国上映,德国,维姆·文德斯,NFP Marketing & Distribution,http://movie.mtime.com/106742/,2,3,106742,8.4,-,皮娜·鲍什 ; Pina Bausch ; 玛洛·艾劳多 ; Malou Airaudo ; Regina Advento ; Ruth Amarante
2011,孤独的死亡之所,A Lonely Place to Die,99分钟,动作 冒险 犯罪,2011年9月7日,英国上映,英国,朱利安·吉尔贝,Ascot Elite Entertainment Group,http://movie.mtime.com/138566/,0,0,138566,7.2,-,梅丽莎·乔治 ; Melissa George ; 爱德华·斯派勒斯 ; Edward Spele.. ; 伊默恩·沃克 ; Eamonn Walker ; 肖恩·哈里斯 ; Sean Harris
2011,劈腿困境,The Dilemma,,剧情 喜剧,2011年1月14日,美国上映,美国,朗·霍华德,环球影业,http://movie.mtime.com/127718/,0,0,127718,6.7,-,文斯·沃恩 ; Vince Vaughn ; 凯文·詹姆斯 ; Kevin James ; 詹妮弗·康纳利 ; Jennifer Con.. ; 薇诺娜·瑞德 ; Winona Ryder
2011,R2B：返回基地,R2B:Return to Base,,动作 剧情,2012年8月15日,韩国上映,韩国,金东元,韩国希杰娱乐株式会社,http://movie.mtime.com/136402/,0,0,136402,6.9,-,郑智薰 ; Rain ; 申世景 ; Se-kyeong Shin ; 刘俊相 ; Jun-Sang Yu ; 李荷娜 ; Ha-na Lee
2011,德州杀场,The Texas Killing Fields,,惊悚 剧情 犯罪,2011年10月14日,美国上映,美国,艾米·坎安·曼,Anchor Bay Films,http://movie.mtime.com/127265/,0,0,127265,6.4,-,萨姆·沃辛顿 ; Sam Worthing.. ; 科洛·格蕾斯·莫瑞兹 ; 杰弗里·迪恩·摩根 ; Jeffrey Dean.. ; Corie Berkemeyer
2011,10+10,Ten Plus Ten,,短片 剧情,2011年12月16日,中国台湾上映,中国台湾,侯孝贤,,http://movie.mtime.com/156305/,0,0,156305,7.6,-,舒淇 ; Hsu Chi ; 梅芳 ; Fang Mei ; 桂纶镁 ; Lun-mei Guey ; 林庆台 ; Qing-tai Lin
2011,冰球坏小子,Goon,,喜剧 运动,2012年3月30日,美国上映,美国,迈克尔·道斯,Alliance Films,http://movie.mtime.com/135961/,0,0,135961,7.3,-,西恩·威廉·斯科特 ; Seann Willia.. ; 杰伊·巴鲁切尔 ; Jay Baruchel ; 艾丽森·皮尔 ; Alison Pill ; 列维·施瑞博尔 ; Liev Schreiber
2011,赛车传奇,Racer Legend,,爱情 动作 剧情,2011年12月2日,中国上映 - 2D,中国,罗义民,中国电影股份有限公司北京电影发行分公司,http://movie.mtime.com/154441/,0,0,154441,5.1,160.0万,窦骁 ; Shawn Dou ; 张钧甯 ; Chun-Ning Ch.. ; 王柏杰 ; Edison Wang ; 信 ; Shin
2011,红领巾,Hong Lin Jin,,短片 剧情 儿童,2011年8月1日,中国上映,中国,向歌,,http://movie.mtime.com/152643/,0,0,152643,8,-,祁琪 ; Qi Qi ; 曾庆宏 ; 李卓航 ; 张晋钦
2011,宅男杰夫,"Jeff, Who Lives at Home",,喜剧,2012年3月16日,美国上映,美国,杰伊·杜普拉斯,派拉蒙影业公司,http://movie.mtime.com/129220/,0,0,129220,7,-,杰森·席格尔 ; Jason Segel ; 艾德·赫尔姆斯 ; Ed Helms ; 苏珊·萨兰登 ; Susan Sarandon ; 朱迪·格雷尔 ; Judy Greer
2011,狙击精英：重装上阵,Sniper: Reloaded,,动作 剧情 惊悚,2011年4月26日,美国上映,南非,Claudio Fäh,Sony Pictures Entertainment (SPE) Worldwide Acquisitions Group,http://movie.mtime.com/144040/,0,0,144040,5.7,-,比利·赞恩 ; Billy Zane ; Patrick Lyster ; 理查德·塞梅尔 ; Richard Sammel ; Chad Collins
2011,360度,360,,剧情 爱情,2012年8月3日,美国上映,英国,费尔南多·梅里尔斯,木兰花影业,http://movie.mtime.com/147057/,0,0,147057,7.4,-,安东尼·霍普金斯 ; Anthony Hopk.. ; 蕾切尔·薇姿 ; Rachel Weisz ; 裘德·洛 ; Jude Law ; 本·福斯特 ; Ben Foster
2011,超世纪战神,RA. One,,动作 科幻 冒险,2011年10月26日,印度上映,美国,安布汗·辛哈,Eros International Ltd.,http://movie.mtime.com/128983/,0,0,128983,7,-,沙鲁克·罕 ; Shahrukh Khan ; 卡琳娜·卡普 ; Kareena Kapoor ; 阿俊·拉姆鲍 ; Arjun Rampal ; 莎哈娜·高斯瓦米 ; Shahana Gosw..
2011,豪门生死恋,Largo Winch (Tome 2),108分钟,冒险 动作 惊悚,2012年2月12日,中国上映 - 2D,法国,吉勒莫·塞勒,Cinéart,http://movie.mtime.com/130403/,0,0,130403,6.1,210.0万,托莫·希思黎 ; Tomer Sisley ; 莎朗·斯通 ; Sharon Stone ; 米基·马诺洛维克 ; Miki Manojlo.. ; 维罗妮卡·罗萨蒂 ; Weronika Ros..
2011,爱很烂,Love Actually Sucks,,剧情,2012年1月5日,中国香港上映,中国香港,云翔,,http://movie.mtime.com/152790/,0,0,152790,5.7,-,徐瑞莲 ; Rui-Lian-Xu ; 张馨云 ; Xin-Yun-Zhang ; 洪智杰 ; Zhi-Jie-Hong ; 周德邦 ; De-Bang-Zhou
2011,到阜阳六百里,Return Ticket,,剧情,2011年12月23日,中国台湾上映,中国,邓勇星,,http://movie.mtime.com/147301/,0,0,147301,7.6,3.0万,秦海璐 ; Hailu Qin ; 唐群 ; Qun Tang ; 沈羿铨 ; Yi-quan Shen ; 李彬彬 ; Bin-bin Lee
2011,清道夫,Cleanskin,,动作 惊悚 剧情,2012年3月9日,英国上映,英国,Hadi Hajaig,Front Row Filmed Entertainment,http://movie.mtime.com/156678/,0,0,156678,6.9,-,肖恩·宾 ; Sean Bean ; Abhin Galeya ; 夏洛特·兰普林 ; Charlotte Ra.. ; Peter Polycarpou
2011,美味,La délicatesse,,爱情 喜剧,2011年12月21日,比利时上映,法国,大卫·冯金诺斯,StudioCanal,http://movie.mtime.com/155554/,0,0,155554,7.5,-,奥黛丽·塔图 ; Audrey Tautou ; 梅兰妮·贝尔内尔 ; Mélanie Bern.. ; 布鲁诺·托德契尼 ; Bruno Todesc.. ; 约瑟芬娜∙德∙摩 ; Joséphine de..
2011,这就是我,That's What I Am,,喜剧,2011年4月,美国上映,美国,Michael Pavone,World Wrestling Federation Entertainment Inc. (WWF),http://movie.mtime.com/144282/,0,0,144282,8,-,艾德·哈里斯 ; Ed Harris ; 兰迪·奥顿 ; Randy Orton ; 莫莉·帕克 ; Molly Parker ; 埃米·马迪根 ; Amy Madigan
2011,蝙蝠侠：第一年,Batman: Year One,64分钟,动画 动作 犯罪,2011年10月18日,美国上映,美国,萨姆·刘,华纳家庭视频公司,http://movie.mtime.com/135258/,0,0,135258,8,-,本杰明·麦肯锡 ; Benjamin McK.. ; 艾丽莎·杜什库 ; Eliza Dushku ; 布莱恩·科兰斯顿 ; Bryan Cranston ; 凯缇·萨克霍夫 ; Katee Sackhoff
2011,凯特的外遇日记,I Don't Know How She Does It,,喜剧,2011年9月16日,美国上映,美国,道格拉斯·麦克格拉斯,韦恩斯坦国际影业公司,http://movie.mtime.com/141287/,0,0,141287,6.9,-,莎拉·杰西卡·帕克 ; Sarah Jessic.. ; 皮尔斯·布鲁斯南 ; Pierce Brosnan ; 格雷戈·金尼尔 ; Greg Kinnear ; 克里斯蒂娜·亨德里克斯
2011,音乐永不停歇,The Music Never Stopped,,剧情,2011年3月18日,美国上映,美国,吉姆·科尔伯格,Roadside Attractions,http://movie.mtime.com/132385/,0,0,132385,8.1,-,J·K·西蒙斯 ; J.K. Simmons ; 卢·泰勒·普奇 ; Lou Taylor P.. ; 朱莉娅·奥蒙德 ; Julia Ormond ; 斯科特·埃德希特 ; Scott Adsit
2011,猎物,La proie,102分钟,动作 犯罪 惊悚,2012年2月10日,中国上映 - 2D,法国,埃里克·瓦利特,StudioCanal,http://movie.mtime.com/144964/,0,0,144964,7.3,-,艾尔伯特·杜邦迪 ; Albert Dupon.. ; 阿丽斯·塔格里奥妮 ; Alice Taglioni ; 斯特凡·德巴 ; Stéphane Debac ; 娜塔莎·雷尼埃 ; Natacha Régn..
2011,夏佩的奇妙冒险,Sharpay's Fabulous Adventure,,喜剧 剧情 家庭,2011年4月19日,美国上映,美国,迈克尔·莱拜克,The Disney Channel,http://movie.mtime.com/130675/,0,0,130675,7,-,阿什丽·提斯代尔 ; Ashley Tisdale ; 奥斯汀·巴特勒 ; Austin Butler ; Jessica Tuck ; Bradley Steven Perry
2011,一个好医生,The Good Doctor,,剧情 惊悚,2011年4月23日,美国上映,美国,兰斯·戴利,木兰花影业,http://movie.mtime.com/124109/,0,0,124109,7.5,-,奥兰多·布鲁姆 ; Orlando Bloom ; 莱莉·科奥 ; Riley Keough ; 塔拉吉·P·汉森 ; Taraji P. He.. ; 罗伯·莫洛 ; Rob Morrow
2011,百年情书,To My Wife,100分钟,传记,2011年5月13日,中国上映 - 2D,中国,金舸,中国电影集团电影发行放映分公司,http://movie.mtime.com/140652/,0,0,140652,7.1,10.0万,王柏杰 ; Edison Wang ; 蒋梦婕 ; Mengjie Jiang ; 李雪健 ; Xuejian Li ; 高一童 ; Yitong Gao
2011,幸存日,Together,,剧情 悬疑,2011年3月8日,中国上映 - 2D,中国,闫然,北京博纳文化交流有限公司,http://movie.mtime.com/123439/,0,0,123439,6.6,50.0万,倪大红 ; Dahong Ni ; 陈晓东 ; Daniel Chan ; 李菲儿 ; Feier Li ; 李彧 ; Yu Li
2011,西柏坡,Xi Bai Po,73分钟,动画 冒险,2011年5月26日,中国上映 - 2D,中国,王加世,河北西柏坡影视制作中心,http://movie.mtime.com/148107/,0,0,148107,1.8,55.0万,姜昆 ; Kun Jiang ; 李扬 ; Yang Li ; 王逸宸 ; Yichen Wang ; 巩汉林 ; Hanlin Gong
2011,乱马1/2,Ranma ½,,爱情 奇幻 喜剧,2011年12月9日,日本上映,日本,西村了,Nippon Television Network Corporation (NTV),http://movie.mtime.com/155086/,0,0,155086,6.6,-,新垣结衣 ; Yui Aragaki ; 贺来贤人 ; Kento Kaku ; 夏菜 ; Natsuna ; 长谷川京子 ; Kyoko Hasegawa
2011,第一大总统,Di Yi Da Zong Tong,114分钟,剧情 历史 传记,2011年9月30日,中国上映 - 2D,中国,王才涛,中国电影家协会,http://movie.mtime.com/144915/,0,0,144915,6.5,-,邱心志 ; Xin-zhi Qiu ; 聂玫 ; Nie Mei ; 韩庚 ; Geng Han ; 田亮 ; Liang Tian
2011,真幌站前多田便利屋,Tada's Do-It-All House,,剧情,2011年4月23日,日本上映,日本,大森立嗣,Asmik Ace Entertainment,http://movie.mtime.com/139523/,0,0,139523,8,-,瑛太 ; Eita ; 松田龙平 ; Ryuhei Matsuda ; 铃木杏 ; Anne Suzuki ; 岸部一德 ; Ittoku Kishibe
2011,命运化妆师,Make Up,107分钟,奇幻 剧情 爱情,2011年5月13日,中国台湾上映,中国台湾,连奕琦,谷得电影有限公司,http://movie.mtime.com/135308/,0,0,135308,6.8,-,谢欣颖 ; Nikki Shie ; 隋棠 ; Sonia Sui ; 张睿家 ; Bryant Chang ; 吴中天 ; Matt Wu
2011,花神咖啡馆,Café de flore,,剧情,2011年9月23日,加拿大上映,加拿大,让-马克·瓦雷,Alliance Vivafilm,http://movie.mtime.com/130527/,0,0,130527,7.5,-,凡妮莎·帕拉迪丝 ; Vanessa Para.. ; Hélène Florent ; Émile Vallée ; 伊夫林·布洛初 ; Evelyne Brochu
2011,入侵隐私,The Resident,,惊悚 剧情 恐怖,2010年11月3日,美国上映,英国,安提·乔金恩,Image Entertainment Inc.,http://movie.mtime.com/105378/,0,0,105378,6.7,-,希拉里·斯万克 ; Hilary Swank ; 杰弗里·迪恩·摩根 ; Jeffrey Dean.. ; 李·佩斯 ; Lee Pace ; 克里斯托弗·李 ; Christopher ..
2011,跳楼男,The Ledge,,剧情 惊悚,2011年7月8日,美国上映,美国,马修·查普曼,IFC Films,http://movie.mtime.com/126414/,0,0,126414,7,-,查理·汉纳姆 ; Charlie Hunnam ; 丽芙·泰勒 ; Liv Tyler ; 泰伦斯·霍华德 ; Terrence Das.. ; 帕特里克·威尔森 ; Patrick Wilson
2011,橘子,The Oranges,,喜剧 爱情 剧情,2012年10月5日,美国上映,美国,Julian Farino,Ascot Elite Entertainment Group,http://movie.mtime.com/129118/,0,0,129118,7.1,-,莉顿·梅斯特 ; Leighton Mee.. ; 休·劳瑞 ; Hugh Laurie ; 亚当·布罗迪 ; Adam Brody ; 阿莉雅·肖卡特 ; Alia Shawkat
2011,红色之州,Red State,,动作 惊悚 恐怖,2011年3月5日,美国上映,美国,凯文·史密斯,狮门影业,http://movie.mtime.com/78444/,0,0,78444,6.5,-,迈克尔·安格拉诺 ; Michael Anga.. ; 尼可拉斯·布劳恩 ; Nicholas Braun ; 凯莉·黛弗 ; Kaylee DeFer ; Deborah Aquila
2011,伊娃,Eva,,剧情 奇幻 科幻,2011年10月28日,西班牙上映,西班牙,凯克·麦罗,Wild Bunch Distribution,http://movie.mtime.com/131124/,0,0,131124,7.3,-,克劳迪娅·维加 ; Claudia Vega ; 丹尼尔·布鲁赫 ; Daniel Brühl ; 阿尔贝托·阿曼 ; Alberto Ammann ; 路易斯·霍马 ; Lluís Homar
2011,恐怖神棍节,11-11-11,,恐怖 惊悚,2011年11月11日,美国上映,美国,达伦·林恩·鲍斯曼,Epic Pictures Group,http://movie.mtime.com/135845/,0,0,135845,5.5,-,迈克尔·兰德斯 ; Michael Landes ; Wendy Glenn ; 蒂姆斯·吉布斯 ; Timothy Gibbs ; Salomé Jiménez
2011,勇气,Courageous,,剧情 家庭,2011年9月30日,美国上映,美国,埃里克斯·肯德里克,TriStar Pictures,http://movie.mtime.com/134530/,0,0,134530,7.7,-,埃里克斯·肯德里克 ; Alex Kendrick ; Ken Bevel ; Kevin Downes ; Ben Davies
2011,雅典娜：无间谍局,Athena,117分钟,动作 剧情 爱情,2012年6月7日,中国上映 - 2D,韩国,金泰熏,Taewon Entertainment,http://movie.mtime.com/169039/,0,0,169039,5.3,350.0万,车胜元 ; Seung-won Cha ; 郑雨盛 ; Woo-sung Jung ; 秀爱 ; Ae Su ; 李智雅 ; Ji-ah Lee
2011,老友有喜,Friends with Kids,,剧情 喜剧,2012年3月9日,美国上映,美国,詹妮弗·韦斯特费尔德,Roadside Attractions,http://movie.mtime.com/139214/,0,0,139214,7,-,亚当·斯科特 ; Adam Scott ; 詹妮弗·韦斯特费尔德 ; 乔·哈姆 ; Jon Hamm ; 克里斯汀·韦格 ; Kristen Wiig
2011,湘江北去,The Road Of Exploring,90分钟,历史 剧情 战争,2011年6月10日,中国上映 - 2D,中国,陈力,华夏电影发行有限责任公司,http://movie.mtime.com/139459/,0,0,139459,4.2,8.0万,保剑锋 ; Jianfeng Bao ; 周冬雨 ; Dongyu Zhou ; 钱枫 ; Feng Qian ; 陶帅 ; Vincent Tao
2011,牛头悲歌,Bullhead,,剧情 犯罪,2011年2月2日,比利时上映,比利时,迈克尔·R·罗斯卡姆,Kinepolis Film Distribution,http://movie.mtime.com/143275/,0,0,143275,7.4,-,马提亚斯·修奈尔茨 ; Matthias Sch.. ; 芭芭拉·萨拉菲安 ; Barbara Sara.. ; 克里斯·卡彭斯 ; Kris Cuppens ; Jeanne Dandoy
2011,丰山犬,Pungsan Dog,,动作 剧情 爱情,2011年6月23日,韩国上映,韩国,全宰洪,Next Entertainment World,http://movie.mtime.com/138470/,0,0,138470,7.1,-,金圭丽 ; Gyu-ri Kim ; 尹继尚 ; Gye-sang Yun ; 裴龙根 ; Young-kun Bae ; 柳夏福 ; Ha-bok Yu
2011,坚定的锡兵,The Brave Tin Soldier,,短片 儿童,,/,中国,王学兵,,http://movie.mtime.com/156779/,0,0,156779,7.2,-,
2011,克里斯托弗和同类,Christopher and His Kind,,剧情,2011年3月19日,英国上映,英国,杰弗瑞·萨克斯,BBC Worldwide,http://movie.mtime.com/132450/,0,0,132450,7.8,-,马特·史密斯 ; Matt Smith ; 伊莫珍·波茨 ; Imogen Poots ; 道格拉斯·布斯 ; Douglas Booth ; 皮普·卡特 ; Pip Carter
2011,郭明义,Guo Ming Yi,,传记,2011年7月15日,中国上映 - 2D,中国,陈国星,中国电影集团公司,http://movie.mtime.com/146942/,0,0,146942,2.8,6500.0万,侯勇 ; Yong Hou ; 姜宏波 ; Hongbo Jiang ; 李沁 ; Qin Li ; 冯远征 ; Yuanzheng Feng
2011,婴尸,2002 The Unborn Child,,恐怖,2011年2月,泰国上映,泰国,普安农,,http://movie.mtime.com/140756/,0,0,140756,6.7,-,
2011,恶灵入侵,Intruders,,惊悚 剧情 恐怖,2011年10月7日,西班牙上映,美国,胡安·卡洛斯·弗雷斯纳迪罗,触角影业,http://movie.mtime.com/132032/,0,0,132032,6.3,-,克里夫·欧文 ; Clive Owen ; 丹尼尔·布鲁赫 ; Daniel Brühl ; 卡里斯·范·侯登 ; Carice van H.. ; 凯瑞·福克斯 ; Kerry Fox
2011,魔法少女小圆,Puella Magi Madoka Magica,,惊悚 动画 奇幻,2011年1月6日,日本上映,日本,新房昭之,Aniplex,http://movie.mtime.com/147970/,0,0,147970,8.3,-,悠木碧 ; Aoi Yuki ; 喜多村英梨 ; Eri Kitamura ; 斋藤千和 ; Chiwa Saito ; 加藤英美里 ; Emiri Katou
2011,非洲猫科,African Cats,,纪录片 冒险,2011年4月22日,美国上映,美国,艾雷斯泰·法瑟吉尔,Disneynature,http://movie.mtime.com/83333/,0,0,83333,8.9,-,塞缪尔·杰克逊 ; Samuel L. Ja..
2011,鬼店另有主,The Innkeepers,,恐怖 惊悚,2011年12月30日,美国上映,美国,缇·威斯特,Magnet Releasing,http://movie.mtime.com/141574/,0,0,141574,5.4,-,萨拉·帕克斯顿 ; Sara Paxton ; Pat Healy ; 凯莉·麦吉利斯 ; Kelly McGillis ; George Riddle
2011,家族的荣誉4：家门的受难,Marrying the Mafia IV - Family Ordeal,,喜剧 动作,2011年9月7日,韩国上映,韩国,郑太元,Next Entertainment World,http://movie.mtime.com/147960/,0,0,147960,6.9,-,申贤俊 ; Hyeon-jun Shin ; 金秀美 ; 김수미 ; 卓在勋 ; Jae-hun Tak ; 玄英 ; Yeong Hyeon
2011,妓院里的回忆,L'apollonide (Souvenirs de la maison close),122分钟,剧情,2011年9月21日,法国上映,法国,贝特朗·波尼洛,Films Distribution,http://movie.mtime.com/134995/,0,0,134995,7.6,-,阿弗西娅·埃尔奇 ; Hafsia Herzi ; 席琳·萨莱特 ; Céline Salle.. ; 杰丝敏·特丽卡 ; Jasmine Trinca ; 阿黛尔·哈内尔 ; Adele Haenel
2011,极速先锋,Speed Pioneer,,剧情 动作,2011年12月23日,中国上映 - 2D,中国,蓝志伟,狮鼠文化传媒（北京）有限公司,http://movie.mtime.com/142077/,0,0,142077,4.2,30.0万,王子 ; Prince Yau ; 三浦贵大 ; Takahiro Miura ; 林爽 ; Shuang Lin ; 吴毅将 ; Ben Ng
2011,分秒间离,Seconds Apart,,恐怖 惊悚 悬疑,2011年1月28日,美国上映,美国,José Antonio Negret,G2 Pictures,http://movie.mtime.com/134174/,0,0,134174,7.2,-,奥兰多·琼斯 ; Orlando Jones ; Edmund Entin ; Gary Entin ; 萨曼莎·德罗克 ; Samantha Droke
2011,寄生灵,Ghastly,,恐怖,2011年8月4日,韩国上映,韩国,梁允浩,Lotte Entertainment,http://movie.mtime.com/141615/,0,0,141615,6.7,-,韩恩贞 ; Eun-jeong Han ; 孝敏 ; Hyo Min ; 鲁敏宇 ; Min-woo No ; 李炯锡 ; Hyeong-seok ..
2011,鬼神传,Legend of the Millennium Dragon,,动画 奇幻,2011年4月29日,日本上映,日本,川﨑博嗣,Sony Pictures Entertainment Inc.,http://movie.mtime.com/145128/,0,0,145128,6.4,-,中村狮童 ; Shido Nakamura ; 石原里美 ; Satomi Ishih.. ; 小野贤章 ; Kensho Ono ; 森久保祥太郎 ; Shotaro Mori..
2011,一路惊心,Be Scared On The Way,91分钟,喜剧 剧情,2011年6月28日,中国上映 - 2D,中国,李伟,中影集团数字电影院线有限公司,http://movie.mtime.com/100506/,0,0,100506,6,30.0万,刘威 ; Wei Liu ; 郑昊 ; Hao Zheng ; 刘金山 ; Jinshan Liu ; 李琦 ; Qi Li
2011,蜡笔小新2011：呼风唤雨！黄金间谍大作战,映画クレヨンしんちゃん　嵐を呼ぶ黄金のスパイ大作戦,,动画 家庭 喜剧,2011年8月4日,中国香港上映,日本,增井壮一,东宝国际,http://movie.mtime.com/141076/,0,0,141076,7.9,-,矢岛晶子 ; Akiko Yajima ; 藤原启治 ; Keiji Fujiwara ; 楢桥美纪 ; Miki Narahashi
2011,绝代-末代女土司,The Last Headwoman,93分钟,剧情 动作 爱情,2011年6月2日,中国上映 - 2D,中国,金琛,中国电影集团公司,http://movie.mtime.com/82222/,0,0,82222,5.2,1.0万,晋松 ; Song Jin ; 宋小宁 ; Xiaoning Song ; 于莉红 ; Lihong Yu ; 缪以琪 ; Yiqi Miu
2011,隐居,Retreat,,惊悚,2011年10月14日,英国上映,英国,Carl Tibbetts,Sony Pictures Releasing,http://movie.mtime.com/135301/,0,0,135301,7.1,-,希里安·墨菲 ; Cillian Murphy ; 杰米·贝尔 ; Jamie Bell ; 桑迪·牛顿 ; Thandie Newton ; Jimmy Yuill
2011,布鲁娜·瑟菲斯丁,Bruna Surfistinha,,剧情,2011年2月25日,巴西上映,巴西,Marcus Baldini,Imagem Filmes,http://movie.mtime.com/150091/,0,0,150091,7.2,-,Deborah Secco ; Cássio Gabus Mendes ; Drica Moraes ; Fabiula Nascimento
2011,为父寻仇,This Must Be the Place,,喜剧 剧情,2011年10月14日,意大利上映,意大利,保罗·索伦蒂诺,韦恩斯坦国际影业公司,http://movie.mtime.com/108201/,0,0,108201,6.7,-,西恩·潘 ; Sean Penn ; 弗兰西斯·麦克多蒙德 ; 伊芙·休森 ; Eve Hewson ; 贾德·赫希 ; Judd Hirsch
2011,小红帽2,Hoodwinked Too! Hood VS. Evil,,动画 家庭,2011年4月29日,美国上映,美国,迈克·迪萨,韦恩斯坦国际影业公司,http://movie.mtime.com/83227/,0,0,83227,6.8,-,海顿·潘妮蒂尔 ; Hayden Panet.. ; 格伦·克洛斯 ; Glenn Close ; 帕特里克·沃伯顿 ; Patrick Warb.. ; 比尔·哈德尔 ; Bill Hader
2011,新月魅影,Xin Yue Mei Ying,,惊悚 恐怖 悬疑,2011年12月20日,中国上映 - 2D,中国,黄柏基,北京新华展望传媒有限公司,http://movie.mtime.com/152822/,0,0,152822,2.7,120.0万,陈龙 ; Johnny Chen ; 黄俊淇 ; Jun-qi Huang ; 孙佺 ; Quan Sun ; 杨旸 ; Yang Yang
2011,猛鬼爱情故事,Hong Kong Ghost Stories,,爱情 惊悚 剧情,2011年10月27日,中国香港上映,中国香港,王晶,,http://movie.mtime.com/154484/,0,0,154484,6,-,谢婷婷 ; Jennifer Tse ; 罗仲谦 ; Chung Him Law ; 周秀娜 ; Chrissie Chau ; 鲍起静 ; Hee Ching Paw
2011,母性,Motherhood,,喜剧 剧情,2009年10月23日,美国上映,美国,凯瑟琳·迪克曼,Freestyle Releasing LLC,http://movie.mtime.com/88423/,0,0,88423,6.8,-,乌玛·瑟曼 ; Uma Thurman ; 安东尼·爱德华兹 ; Anthony Edwa.. ; 明妮·德里弗 ; Minnie Driver ; David Schallipp
2011,东野圭吾3周连续SP：回廊亭杀人事件,東野圭吾3週連続スペシャル：回廊亭殺人事件,,悬疑,2011年6月24日,日本上映,日本,,,http://movie.mtime.com/150174/,0,0,150174,6.9,-,常盘贵子 ; Takako Tokiwa ; 内藤刚志 ; Takashi Naitô ; 田中圭 ; Kei Tanaka ; 北村总一朗 ; Soichiro Kit..
2011,蠢蛋搞怪秀3.5,Jackass 3.5,,纪录片,2011年4月1日,美国上映,美国,杰夫·特雷梅恩,Paramount Home Entertainment,http://movie.mtime.com/147278/,0,0,147278,7,-,约翰尼·诺克斯维尔 ; Johnny Knoxv.. ; 班姆·玛吉瑞 ; Bam Margera ; 史蒂夫·格洛弗 ; Steve-O ; 克里斯·庞蒂斯 ; Chris Pontius
